-4.9651793233351782e-05,5.8707878836106175e-11,5.1125776022672653e-02,-2.0376319065690041e-02,1.7509798055925785e-09,6.6807373855226615e-08,-1.3040385056228843e-06,1.3567647337913513e-01,1.4845572877675295e-06,-2.6615358365233988e-05,6.1286855270736851e-06,-2.4727888405323029e-02,2.0703387235698756e-06,-1.7451999156037346e-05,1.1044064507359508e-07,3.3040314519894309e-06,-1.3834145384805652e-08,7.9988494690041989e-06,-3.9351701736450195e-02,4.8489137043361552e-06,-3.8761754694860429e-06,-3.4922577440738678e-02,-8.5981454844841210e-08,2.0533433894159847e-14,2.4110033791657770e-06,5.2465371787548065e-02,-4.8997811973094940e-02,-7.3665592935867608e-05,-1.8312856582269887e-06,-3.0535911719198339e-06,-4.2135227471590042e-02,3.1780481338500977e-02
3.7103418435435742e-06,3.4054783992765181e-10,-1.3389638066291809e-01,5.3867410868406296e-02,-1.8115404731844365e-09,3.0085523405887216e-08,-7.3510982474545017e-06,-3.7088993191719055e-01,-1.5312645700760186e-05,4.2050191950693261e-06,1.2744662853947375e-06,6.6067665815353394e-02,-6.7507453422877006e-06,2.6260586309945211e-05,-2.8597890722181774e-09,5.0543694669613615e-06,1.1869637717154546e-08,5.5071939186746022e-07,1.0825387388467789e-01,5.4948804972809739e-06,-7.4989638960687444e-06,9.6025861799716949e-02,1.2735731047541776e-07,3.2351310757898488e-13,3.6681196746712885e-08,-1.3053402304649353e-01,1.3736170530319214e-01,1.6946038158494048e-05,-1.4410529729502741e-06,1.4081308563618222e-06,1.1720009148120880e-01,-8.2719355821609497e-02
-6.3085003887408675e-10,-9.9197350209578872e-05,-6.7324726842343807e-05,-2.2094487576396205e-05,5.5750148941768884e-10,-1.2834300378017360e-06,-1.1113865184597671e-05,-8.4389539551921189e-06,-8.6203708633547649e-06,9.3855545557630649e-09,1.5779188800024713e-07,1.2246890037204139e-05,1.8052514860755764e-06,2.7984886630250116e-10,-2.2196545614860952e-06,-1.5011814866738860e-06,3.9148219388440708e-11,4.6425141508876777e-11,1.9026301742997020e-05,6.8506778916344047e-08,4.0788474819919429e-09,-5.3282165026757866e-06,2.5732820319035454e-09,-6.7671999948171191e-11,6.8489302975649480e-06,-6.8222281697671860e-05,6.7393455537967384e-05,-1.6198868024730473e-08,-5.6821590987965465e-06,1.4328720681078266e-06,3.8313657569233328e-05,1.7419730284018442e-05
-5.5096949225230674e-10,-3.7965369736880916e-10,-2.3655349650653079e-05,1.3408126505964901e-05,2.7913571454263320e-09,4.7801435698602290e-08,2.2851036618476428e-09,-9.7140500656678341e-06,5.4100500121445627e-12,-5.1401433109887762e-10,-3.1713659476295675e-11,1.1755417290260084e-05,2.3252113776073280e-11,1.9364147785250196e-10,-1.0030746580014238e-06,1.0896403637161711e-06,7.9081073636189103e-05,1.2186483218101785e-05,7.6090709626441821e-06,-7.5354711359665316e-10,8.1729933931740106e-10,1.9983221136499196e-05,-1.5814650977663547e-10,3.7629961646690191e-11,-6.6623200012383421e-12,-2.4441022105747834e-05,2.0779607439180836e-05,4.2183046389254741e-08,4.0036530890574795e-07,-1.8150807079564402e-08,6.0583406593650579e-06,-2.0235655028955080e-05
-3.2007874324335717e-06,6.8010690412734220e-09,5.3342219442129135e-02,-7.9529313370585442e-03,-1.5276878428949203e-08,3.2657695214766136e-08,-3.6033334254170768e-06,5.3078383207321167e-03,5.0799990276573226e-06,-1.8712436940404586e-05,1.3079643395030871e-06,-7.0834555663168430e-03,1.5254840036504902e-05,1.3287770343595184e-05,7.9018882104264776e-08,-4.5550323193310760e-06,4.5034951767775055e-08,-5.1555161917349324e-06,2.9179286211729050e-03,2.0257868527551182e-05,2.0554249203996733e-05,3.4681847319006920e-03,4.6195097525014717e-08,6.7737406395790289e-13,1.0198125721672113e-07,1.1048566550016403e-01,2.2310206666588783e-02,-1.4904983345331857e-06,-5.1418883231235668e-06,1.1141370350742363e-06,1.3024363666772842e-02,3.7123698741197586e-02
6.9802115476580440e-11,8.8284348720435446e-09,-8.8948172560776584e-06,1.6441736079286784e-05,-7.4282535678094064e-10,-3.4517817937285145e-08,1.1141882083620658e-07,-2.9871209335396998e-05,-5.8971569849575189e-09,3.5856119211530313e-06,2.6112882551387884e-05,3.0636430892627686e-05,-4.5383004021459783e-09,8.1623918958939612e-05,-2.8343261071483994e-10,-1.2486882638995667e-09,-2.1448254727829408e-08,8.8199740275740623e-06,1.2955504644196481e-05,-3.2204807709490524e-09,2.1887453272029234e-07,1.5542345863650553e-05,-1.1375691428838763e-06,-2.1120547899045050e-05,-8.3143459050916135e-07,-7.6565620474866591e-06,7.9495748650515452e-06,1.7120808593062975e-07,-2.5018009885968695e-10,-8.0335928487329511e-07,-1.4887355064274743e-06,-1.1851689123432152e-05
3.2762138289399445e-05,1.5692504240494287e-10,-3.5017463564872742e-01,1.4008307456970215e-01,2.5358946942333205e-08,6.9486134179896908e-08,-9.0869662017212249e-06,-9.6997052431106567e-01,4.5813758333679289e-06,1.6938388398557436e-06,5.1789256758638658e-06,1.7173832654953003e-01,3.4822398447431624e-05,1.9685041479533538e-05,1.4717105756290039e-08,-5.1819897635141388e-06,7.0008020713885344e-08,-1.1022126273019239e-05,2.8171464800834656e-01,-1.3658053603649023e-06,-3.0955910915508866e-05,2.5016689300537109e-01,5.8580628348181563e-08,-2.4616119147398419e-14,8.6467011328750232e-10,-3.4172186255455017e-01,3.5860788822174072e-01,1.4221714081941172e-06,1.8875551177188754e-05,-2.6646512196748517e-06,3.0571362376213074e-01,-2.1667015552520752e-01
1.0802842552948277e-05,2.7330049334750584e-08,-7.5985662988387048e-06,-4.0672028262633830e-05,-4.1265402553336550e-12,2.7601341351379816e-11,-2.8900882398374961e-07,-2.8581080186995678e-06,-1.2967188087187331e-11,1.4612189147555910e-07,2.9503972598377004e-08,-1.8523947801440954e-05,-2.7461115337246156e-07,-2.4403394860428307e-09,-1.6197477634705137e-06,8.9701302385947201e-07,8.4149937018551668e-11,6.5568665377213620e-06,1.1328525943099521e-05,4.8971948274356691e-08,8.7013461325113894e-08,1.1912115041923244e-05,2.8744364044541726e-07,7.1031878295935158e-12,1.3317584262040327e-06,-1.1754247680073604e-05,-4.3305772123858333e-07,-9.7863259163055716e-11,6.8459162321232725e-06,3.1049031401497729e-11,-4.0025315684033558e-07,9.8604359664022923e-06
-1.4544488635692687e-07,-6.3157790464174468e-07,-1.1228356015635654e-05,2.5250970793422312e-05,6.4010350797616411e-08,2.9662773570748868e-08,-2.1591244347973770e-09,-5.2559360483428463e-05,-6.1734857581541291e-07,-5.6593835324747488e-06,-2.2922042042239354e-09,3.2388750696554780e-05,2.4278548060863159e-09,1.4475406828751147e-07,2.7105393201054540e-06,1.7980121356231393e-06,-9.3066601039026864e-06,-1.2778827995774122e-10,1.5859042832744308e-05,4.9912948441033222e-08,1.3662976243722369e-06,-3.4944969229400158e-07,-1.3971162843517959e-05,-5.1593239902558707e-08,1.4873129117187744e-10,-9.7638767329044640e-06,1.5260800864780322e-05,1.2003904430457624e-06,1.2640382074380341e-09,4.5812384996679612e-08,2.5429371817153879e-05,3.5003577067982405e-06
7.6660200409861545e-10,1.9439894138884029e-09,-2.6953955966746435e-05,1.4180484868120402e-05,4.1615128010263902e-10,-8.2038707205356332e-07,9.3227170427923056e-10,-3.8795835280325264e-05,-2.8888641478985733e-10,8.6153202573768795e-05,6.6368383011550236e-10,2.9589031328214332e-05,1.1185620678588748e-05,3.5287522903715285e-10,-1.8450034833250584e-09,2.7561097848405325e-10,1.4048143270883884e-07,-5.2724900001521746e-09,-4.4268745114095509e-06,-4.1195793998305419e-10,-1.7364344406800569e-09,1.5457117115147412e-06,-4.5592994865728542e-05,-2.1892474499907166e-09,2.6867974511901593e-10,-2.8798387575079687e-05,2.2700036424794234e-05,1.4421090710481366e-10,-3.0269409201366670e-10,5.3094237955519930e-05,2.3535540094599128e-07,-1.6024616343202069e-05
