-1.2842037904192694e-05,1.2842014257330447e-05
7.1646302938461304e-01,-7.1646261215209961e-01
-1.6246479935944080e-03,1.6254556830972433e-03
2.8394642472267151e-01,-2.8394645452499390e-01
5.4767401888966560e-04,-5.4767454275861382e-04
4.0556842088699341e-01,-4.0556854009628296e-01
6.2832862138748169e-01,-6.2832820415496826e-01
8.3091711997985840e-01,-8.3091735839843750e-01
1.7382407188415527e-01,-1.7382395267486572e-01
5.9126084670424461e-04,-5.9126102132722735e-04
-7.7963981937045901e-08,7.7963953515336470e-08
4.4541597366333008e-01,-4.4541570544242859e-01
5.1221829652786255e-01,-5.1221847534179688e-01
1.1740616755560040e-03,-1.1740304762497544e-03
3.3272314071655273e-01,-3.3272296190261841e-01
1.8738587200641632e-01,-1.8738593161106110e-01
