-2.0008483758715556e-10,1.2719636288238689e-05,7.4012477853102610e-06,-6.7325643613003194e-05,1.5586890111940477e-10,-2.7650272386381403e-05,2.3464159312425181e-05,-5.6288557971129194e-05,2.4024739104788750e-06,-4.6889792429283261e-05,6.1980651722137736e-09,6.5233471104875207e-06,-1.0532487067393959e-05,-4.1409834921068978e-06,1.1173671373398975e-04,-7.2862603701651096e-06
-1.1537561306340649e-07,3.4352908073742583e-07,4.0857276673023080e-08,3.2126763471751474e-07,-5.1561355185469893e-10,2.1082630041746597e-07,2.9591421935037943e-07,1.4593169339605083e-07,1.5670653397137357e-07,6.7397598613183618e-10,1.2713411479126080e-07,3.1273887657334853e-07,2.3922262926134863e-07,-1.0188649923748017e-09,4.1497136749057972e-07,8.5078198708288255e-08
2.8681586172751850e-06,-2.8481772541999817e-01,-4.4872361468151212e-04,1.1480449885129929e-01,2.8889349778182805e-05,1.6343215107917786e-01,-2.4959938228130341e-01,3.3299779891967773e-01,-6.9813176989555359e-02,-3.7325899029383436e-06,1.0970635511142746e-10,-1.7765901982784271e-01,2.0622049272060394e-01,-2.5610710144974291e-04,-1.3299728929996490e-01,7.6334774494171143e-02
1.3563555512519088e-05,1.0830943286418915e-01,-3.5729417577385902e-03,-4.3541133403778076e-02,5.7325651141582057e-06,-6.1553329229354858e-02,9.7296133637428284e-02,-1.3118185102939606e-01,2.7062965556979179e-02,7.8799639595672488e-06,1.0260824134800117e-10,6.8479016423225403e-02,-7.6824717223644257e-02,-4.1044960380531847e-04,5.2172876894474030e-02,-2.8176970779895782e-02
6.6804468588088639e-06,1.7332622519461438e-05,-1.0658582283440410e-07,-7.4101621976296883e-06,2.6061832159030018e-06,3.4125941965612583e-06,1.4551072126778308e-05,1.2010407772322651e-05,7.5147340794501361e-06,-4.0050585070616762e-09,-4.7074940084712580e-05,5.0406415539328009e-06,1.1455791536718607e-05,4.0153116742658312e-07,-4.6934028432588093e-06,3.1934564503899310e-07
2.4428625788885938e-11,5.3910680435365066e-06,-1.5848043233290809e-07,-1.8006296159001067e-05,-1.8614827013152535e-08,-9.7574402389000170e-06,4.3272120819892734e-06,3.4821769077097997e-06,1.4849520084680989e-06,1.6309560368910070e-09,2.8159936391602969e-06,6.0650336308754049e-06,7.3063874879153445e-06,-1.2133701602579094e-05,-7.0435821726277936e-06,-1.1889656889252365e-05
-7.6335151533157841e-09,9.9706139735644683e-06,-4.5815056637366069e-07,-7.4075011070817709e-05,3.6493529478320852e-05,6.8811568780802190e-06,7.0663954829797149e-06,-1.3517670595319942e-05,-1.7292524717049673e-05,1.0153524635825306e-04,-1.3361648598220199e-05,1.3127305464877281e-06,-1.6216621588682756e-05,4.2248993850080296e-06,7.3953968239948153e-05,3.6046162676939275e-06
-6.8813787947874516e-06,-7.5796097517013550e-01,-4.2849374003708363e-03,3.0381879210472107e-01,-1.1047169209632557e-05,4.3190231919288635e-01,-6.6414386034011841e-01,8.7805920839309692e-01,-1.8518118560314178e-01,1.2841519492212683e-06,1.2878120791981473e-10,-4.7196066379547119e-01,5.4449242353439331e-01,-8.3503994392231107e-04,-3.5273462533950806e-01,2.0138919353485107e-01
7.8616635423855996e-10,1.1108080798294395e-05,-6.9809220804017968e-06,1.4257224393077195e-05,9.8383182489669707e-08,-3.6383906262926757e-05,3.5042849049204960e-05,-6.3292449340224266e-05,2.6238243663101457e-05,3.0468761735846783e-08,-2.0548399787267968e-11,2.1574815036728978e-05,5.0631770136533305e-06,-3.8645425775030162e-06,1.0586257121758536e-04,7.7522599895019084e-06
1.6313691730829305e-07,1.0459085387992673e-05,-5.4704187277820893e-06,3.7430720112752169e-05,1.7734450352691056e-07,-2.9286436983966269e-05,2.1904423192609102e-05,-5.0170878239441663e-05,-1.2619428161997348e-05,-6.9715139217052524e-10,6.6015911670547212e-07,1.1464060662547126e-05,2.2693162463838235e-05,-6.1560758695122786e-06,2.9579361580545083e-05,2.3311400582315400e-05
