0.910409	0.604761	0.011475	0.997548	0.431589	0.519527	-0.102991	0.001341	-0.832802	-0.995473	0.298048	0.170592	0.003533	-0.307135	-0.066973	0.807876	-0.002776	-0.057556	0.365098	0.333478	
0.027293	-0.232710	-0.009447	-0.394167	0.825538	1.079582	-0.104544	0.001730	-0.440971	-0.441462	-0.126912	0.397034	0.001961	0.446271	-0.001724	-1.655585	-0.002523	1.026890	0.331518	0.498421	
0.061638	-1.584615	-0.018351	-0.085347	-1.168677	-0.200578	-0.514634	0.002167	0.188361	-1.403623	-0.106924	-0.199039	-0.003078	-0.050345	-0.047714	-0.458822	-0.022792	-0.042096	-1.763187	-0.230430	
-0.375001	-0.535783	-0.023893	-0.865819	0.051101	0.598883	-0.606677	0.003427	0.557229	0.007927	-0.913486	-0.435778	0.005205	0.515095	0.043689	0.428095	0.004888	-0.131200	-0.909490	-0.964603	
-1.031048	-0.930068	-0.027356	0.359296	-1.245935	-0.013766	0.228293	0.000567	0.925626	-0.007639	-0.246917	-0.161872	0.001948	0.225889	0.013666	0.132537	0.001045	0.027241	-0.878054	-0.971040	
0.921793	0.706978	-0.041046	-1.083274	0.376676	-0.849253	-0.215793	0.000545	-0.093489	0.352680	-0.071404	0.221813	0.001047	-0.214187	0.034708	-0.347162	0.001410	-0.134869	0.366779	-0.075850	
-0.112586	0.437547	-0.015444	-0.676074	-0.139921	-0.717834	-0.004596	0.003200	0.246230	-0.581016	0.384807	0.819787	0.005790	0.290524	-0.041086	-0.130943	0.007142	-0.740038	-0.764982	0.276520	
-0.503201	-2.041453	-0.001300	0.076853	0.838472	-0.066762	-0.379827	0.003357	0.287018	0.221215	-0.204803	0.076502	-0.000187	0.162015	-0.064989	-0.731331	0.001032	-0.328000	-0.240883	0.010675	
0.882413	0.909345	0.015373	-1.201568	0.777439	0.227116	0.010423	-0.000165	0.204558	-1.045386	0.552257	-0.645473	-0.001212	0.115556	-0.015914	0.518086	0.001151	-0.109247	-0.010011	0.440272	
-1.755182	-0.991527	0.004088	0.607749	-0.254589	-0.009368	0.273729	0.003462	0.111571	-0.031397	-0.124892	-0.252616	0.003124	-0.442416	0.033783	0.018484	-0.003480	0.047081	0.052555	0.320383	
-0.209883	1.142192	-0.030210	-0.005064	0.353242	0.608601	-0.007601	0.001537	-0.454864	1.488558	-0.209724	0.614379	0.003072	-0.123368	-0.038059	1.237116	0.005178	-0.052779	1.478211	-0.007045	
-0.303638	0.022681	-0.000856	-0.097416	0.004318	-0.587344	0.006560	0.000353	0.870414	0.668448	-1.354872	-0.777497	0.001485	1.762277	0.049053	0.405787	0.019842	0.009436	-0.066483	-2.026390	
0.295143	-0.510831	0.003853	-0.333331	0.546249	-0.200004	0.479682	0.000914	-1.485436	0.241641	0.811128	1.029626	0.001619	-1.092699	-0.106286	-0.305715	-0.001451	0.094023	-0.306213	0.940658	
0.418083	-0.292063	-0.019888	0.588075	0.047828	-0.458558	-0.170541	0.004839	0.175100	0.907424	-0.584142	0.586472	0.009231	0.416502	0.002470	0.159599	0.000655	0.151333	1.734587	0.842902	
0.145566	-1.281726	-0.024774	-0.349353	1.106399	0.589961	0.008215	0.001148	-0.859221	0.229431	0.165066	-0.046281	-0.000756	-0.176624	-0.021628	0.896952	-0.004737	-0.011315	0.675083	0.109339	
-0.581866	0.621443	-0.050489	0.195021	0.196864	-0.423887	0.484887	0.004077	0.327728	-0.686597	-0.595567	-0.574673	0.004842	0.563963	-0.083806	0.621988	-0.012307	-1.587389	-0.585193	-0.007503	
0.535357	-0.570401	-0.043193	0.756017	1.237480	-0.105243	0.029794	0.000860	1.455677	0.465288	-1.016908	0.562124	-0.000521	-0.364629	-0.060776	0.020113	-0.000067	0.741771	0.414089	-0.263800	
0.088433	0.590392	-0.025208	1.025888	0.301680	0.119102	-0.006647	0.001298	0.151498	0.151368	0.670695	0.386348	0.002169	0.109009	0.019712	1.031773	0.000562	-0.034482	-0.699581	0.024624	
-1.098750	-0.753015	-0.045223	-0.416589	-0.181133	-0.022182	-0.020479	0.001473	-0.113375	-0.093556	-1.358758	-0.565276	0.002740	0.469317	-0.015925	-0.681550	-0.013835	0.376793	-0.230775	-0.355214	
-1.324873	0.042396	-0.011148	0.000440	-0.819717	-0.391475	0.026594	0.000013	-0.099044	-1.179540	-0.663149	-0.340171	-0.003277	0.014689	-0.010648	-0.487306	0.000167	0.045797	-0.159637	0.075965	
