0.525700	0.176644	0.631790	0.226158	0.008144	1.000848	0.600977	0.137933	-1.114459	-0.763208	1.082200	-0.022539	0.648393	-0.761040	0.636932	-0.880053	-1.109345	-0.348599	0.124372	1.127876	
-0.555205	-0.806042	0.094912	-0.140731	0.337045	-0.654206	-0.979008	-0.780154	0.179954	0.769971	0.552609	-0.892982	0.171851	-0.454987	0.797792	-1.301793	-0.785820	-0.523244	0.302726	-0.355632	
1.594619	-0.098658	-0.021923	-0.463123	-1.071264	-0.401615	0.586411	0.356857	0.851075	0.079887	0.007364	-0.193413	0.048907	0.406795	0.112790	1.455285	0.178904	-0.893821	-0.240266	-0.499883	
1.022293	-0.477994	-0.232283	-1.822773	-1.094721	0.068268	-0.103849	1.600634	0.140729	-0.934376	-0.055393	0.111297	-0.422216	0.287197	-0.102668	0.059703	1.042771	-0.023858	1.685556	-0.819955	
-1.689210	0.621814	-1.580225	0.480528	-0.383529	0.270966	0.211704	-0.671358	1.091425	-0.553045	-1.055182	-0.576932	-0.382233	-0.471328	-0.257551	-0.022788	-0.155214	0.134035	0.126643	-1.254685	
-1.057516	-0.027212	0.020202	-0.253403	0.424663	-0.282707	1.141720	-1.224534	0.063686	0.670543	-0.317323	0.153475	0.147137	0.489070	-0.476457	-0.572316	-0.719576	-1.402483	-0.102604	0.174847	
-0.220233	0.524073	0.225256	-0.187084	0.032384	0.197795	0.430965	0.794391	1.272947	-0.611261	-0.285150	0.495970	0.044019	-0.195800	-0.052748	-0.629300	-0.873324	-0.060727	0.350603	-0.256429	
-0.251146	-0.738939	0.608161	0.219966	-1.041704	-0.602577	0.289305	-0.695253	-0.795500	0.481587	-2.621826	0.525448	-0.654540	-0.525498	-0.867472	0.067988	-1.057398	-0.120926	0.134589	-0.809031	
0.264119	-0.189442	-0.339187	0.473349	0.074252	0.637924	0.166103	0.538610	0.146247	0.398248	0.099083	-0.583722	-2.001345	0.335337	-1.316841	0.300258	0.863537	0.094733	-0.461381	-0.162027	
-1.051387	-1.313136	-0.623218	-0.167046	-0.714479	1.572951	0.726249	-0.792545	0.163829	0.066853	1.185962	0.455250	0.709013	0.051282	0.422069	-0.156060	1.080587	-0.951573	-0.279929	0.105134	
0.447721	0.305923	0.181524	0.667058	-0.014057	0.716186	-0.037477	0.463764	-0.162822	0.608723	-0.115978	-0.807777	-2.066582	-0.075345	-0.980422	0.421308	0.034607	-0.561664	-0.704309	0.202121	
0.450965	0.154365	-0.492487	-0.308686	0.835888	0.168694	-0.949341	0.431944	0.699165	0.264454	-0.419255	0.493893	0.107577	-0.885831	0.077203	0.724890	-0.597970	0.090670	-0.365334	1.020190	
0.145864	0.423981	0.414213	-0.798507	0.815169	-1.240054	-0.940947	0.272172	0.221549	0.184627	0.094884	0.815531	-0.100146	-1.470121	-0.258965	-0.774068	-0.354956	-0.533886	0.620301	-0.210163	
0.441689	-0.056633	-0.057167	0.608460	0.098840	0.770523	0.346193	0.777693	-0.243200	0.331100	-0.188764	-0.918570	-1.863235	-0.056924	-0.885990	0.424135	0.119403	0.234037	-0.401942	0.124290	
0.520838	-0.595659	-0.289314	0.176677	0.246847	0.484933	0.008108	-0.297384	0.140260	0.135600	-0.001829	-0.432772	-1.904129	-0.029408	-0.939831	-0.356502	-1.050233	0.681513	-0.095682	-0.464104	
-0.564518	1.695769	0.974672	0.927827	-0.256128	0.541574	0.091197	-0.153293	1.618138	-0.781007	-0.096009	0.243740	0.050785	-0.159405	-0.141442	0.248324	-0.489916	0.144487	-0.699547	0.112081	
-0.623727	0.437407	0.032081	-1.356279	0.829913	-0.558979	-0.465730	0.022494	0.371929	-0.304294	0.946046	1.080369	0.368157	0.179338	-0.503595	-1.088412	-0.805957	0.515783	0.801678	-0.618581	
-1.404711	0.145934	0.446729	-0.574721	-0.055516	0.095106	0.450595	0.060018	0.446121	0.231181	0.502439	-0.250380	0.279715	-1.302221	-1.084274	-0.262461	-0.088308	0.040000	-0.464695	-0.016942	
0.125119	-1.148017	-1.062554	0.233578	-0.512969	-0.535349	0.429323	-0.507464	-0.772161	-1.355707	-0.817932	0.363589	-0.181630	-0.533982	-0.792705	-0.008258	1.207800	-0.448077	-0.322050	-0.777825	
0.019568	0.173050	0.364280	0.620878	-0.552540	0.419127	-1.081851	-0.947622	0.376777	0.148644	-0.271220	1.514754	-0.354482	0.450537	0.343292	-0.528269	1.026462	-1.448850	-0.497882	-0.480715	
