-0.267183	1.473433	-0.005959	0.646418	-0.063370	0.019766	-1.122037	-1.039519	0.491452	0.499979	
0.204464	0.432315	-0.019551	-0.054531	-0.382510	0.003902	-0.520611	0.083827	1.579714	-0.490466	
-1.069882	0.050241	-0.021280	1.049621	0.867731	-0.034540	-0.670746	-0.331833	0.810285	0.769775	
0.090117	-1.021507	-0.000430	-0.153445	-0.433632	-0.021808	0.318101	0.720606	-0.484528	-0.857738	
0.291154	0.452402	-0.023632	-1.354428	0.590674	-0.011264	-1.771655	-0.004519	0.046219	-0.310442	
0.672510	0.681681	-0.014887	-0.920559	-0.806111	-0.017923	-0.289421	0.305572	-1.578335	-0.128698	
-1.559696	0.345653	-0.005123	0.113194	0.467545	0.027693	-0.215106	-0.389343	0.563238	-0.212458	
-0.299026	-0.221271	-0.004189	0.713029	0.462821	-0.053036	0.926714	-0.288433	-1.317014	1.105185	
-1.470430	0.320499	-0.000275	-1.283410	-0.654582	-0.048292	0.903343	1.865868	-0.130407	-0.072616	
1.465088	-0.460584	-0.006799	0.280394	0.043821	-0.009253	1.366533	0.554556	1.066789	-0.728924	
