-0.484325	-0.212660	0.328358	-0.152000	-2.209378	-1.391717	-0.102708	-0.020128	-0.199992	0.013774	
0.344556	0.060911	2.248176	0.640608	1.555861	-0.941628	-0.512767	-0.019373	0.285511	-0.007507	
-0.014867	-0.014746	-0.012155	-0.011111	-0.011357	-0.000548	0.020188	-0.000001	0.008183	0.000280	
-0.005247	-0.011454	-0.005632	0.000280	0.005900	-0.001013	0.001304	-0.000003	-0.008054	0.000241	
-0.005874	-0.004135	1.656484	-0.706086	0.001832	0.001010	0.542315	-0.016563	-2.086530	0.004169	
-0.408891	-0.421419	-2.287422	0.774520	0.043636	-0.754262	-0.899532	-0.006481	2.375597	-0.020704	
-1.217155	-0.648693	0.998812	0.477312	0.100288	0.174648	0.527247	-0.001925	0.188530	0.012170	
0.176635	-0.377445	-1.395669	0.530476	-1.807980	0.041932	0.141743	-0.008286	0.482972	0.012334	
-0.851251	0.521071	-2.513520	1.337585	-1.286117	-0.609650	0.203227	-0.004536	0.804867	-0.010286	
0.572767	1.961707	1.631350	0.965632	-0.096619	0.059574	-0.090170	-0.001132	0.577449	-0.015726	
