0.220494	-0.633256	0.018518	-0.013638	-0.857957	-0.180640	0.081715	-0.299110	-1.617951	-0.982744	
0.002713	0.010314	0.000001	-0.000000	-0.004499	0.000379	-0.000203	-0.005666	-0.014269	-0.000908	
-1.178261	1.371210	0.015002	-0.013970	-0.252659	1.028003	-1.343806	0.689828	-1.399486	1.748428	
0.600000	0.354280	-0.027323	-0.013217	-0.132637	-1.019460	0.874365	-0.351081	1.995076	-1.207164	
-0.473744	1.325491	-0.005727	-0.022228	-1.086599	0.287067	-0.708921	-0.196354	0.059743	-0.063427	
-0.000934	0.005309	0.000001	-0.000000	0.001877	0.000207	-0.001932	-0.004011	-0.008623	0.001046	
-1.406401	0.382384	-0.007264	-0.018242	-0.341509	2.277434	0.236141	0.648685	-3.820265	1.469997	
1.843852	-0.636196	-0.038770	-0.003349	0.963983	-1.660784	1.196606	0.878693	-0.816236	-0.841375	
0.683190	1.667677	0.000150	-0.000032	0.005340	0.461527	0.235511	-1.506901	-0.530306	-0.357753	
-0.020316	-0.020717	0.000308	0.000095	-0.007486	0.002277	-0.027340	0.004503	0.008081	-0.002840	
