-0.855219	0.521038	-0.795534	-0.299861	0.665622	0.000148	0.881343	-1.348515	0.992734	-0.144229	
-0.530108	0.056866	0.556513	0.308574	1.256757	0.000130	0.164380	-0.176942	0.585429	-0.957755	
0.000403	-0.001124	-0.000935	0.000427	-0.000177	-0.000000	0.000291	-0.000034	-0.000228	-0.000219	
0.460991	1.062993	-0.045641	0.428545	-1.091219	0.000094	-0.373465	0.257898	0.159584	0.009169	
0.001303	0.000469	0.000965	-0.001768	0.000181	-0.000000	0.001382	-0.000261	0.000643	-0.000255	
0.175708	-1.034444	0.050091	0.356494	-0.338574	0.000204	-0.728368	-0.055005	1.103358	0.596718	
-0.998536	0.045335	-0.857037	-0.636057	-1.070940	0.000348	-0.074154	-0.288757	-0.054261	0.143756	
0.220918	-2.312873	1.689123	1.204351	0.756626	-0.000026	0.051737	-0.088986	-0.493977	-0.451936	
0.711489	-2.461650	0.247763	0.341138	0.052354	0.000179	0.419765	0.533278	-0.128916	0.394514	
0.804197	0.051038	-0.904871	1.778032	-0.479331	0.000056	-0.636692	0.125021	-0.654217	0.613492	
