-1.070172	0.098769	1.010563	-1.096734	0.377980	-0.547817	0.114601	1.689101	-1.728756	0.744261	
0.155084	0.357823	0.335192	0.057387	0.301547	0.485147	0.443522	-0.253685	0.277883	-0.257149	
-1.704063	0.706242	-0.795120	-0.008576	-0.099265	-0.631565	-0.744808	-0.099383	-0.004900	1.722134	
-1.132250	-0.403702	-0.954822	0.044054	0.018343	0.837372	-0.486866	1.035540	-0.748093	-1.220964	
0.445462	0.743041	1.317355	0.556339	1.015053	-0.437448	-0.337833	0.683842	0.539553	0.097364	
-0.395184	-0.959413	-0.247140	-0.781066	1.311169	1.813436	0.817596	0.054659	-1.141071	0.581157	
-0.103857	-0.194459	-0.643104	0.308465	0.028031	0.040873	0.597949	0.990292	1.059670	-0.503859	
-0.053000	-0.176527	1.261341	1.177889	0.890761	-0.769770	0.646564	0.193840	0.612149	-1.847836	
0.893908	1.206951	-0.133168	0.021954	1.268000	0.076137	0.181876	-1.384267	-0.827617	-0.626907	
-0.740446	-0.170548	0.727899	-0.814512	0.785009	0.138566	0.488696	0.085088	0.231223	-0.244496	
