0.000093	0.365436	-0.739569	0.619831	0.750643	0.510975	0.834389	-0.889181	-1.124386	-0.607153	
0.000325	0.129326	0.456622	0.635933	-0.313938	-0.344171	-0.689887	-0.144717	0.902572	0.245648	
0.000154	0.178202	-0.263132	-0.998073	-0.060262	-0.312408	0.168409	0.419580	-0.140407	0.392563	
0.000011	-0.331358	-0.229248	0.173982	0.759448	0.014341	-0.018295	-0.520639	1.927774	0.024937	
0.000010	0.434506	-0.855827	-0.096674	0.335354	-0.002869	-0.009728	-1.861627	0.141677	0.500981	
0.000088	-1.266966	-0.354877	0.047874	-0.515494	0.240010	0.290311	0.512023	-0.248714	0.035823	
-0.000004	-0.747560	0.256462	0.155798	-0.034042	-0.017019	-0.010631	0.028041	0.319062	0.214186	
0.000208	0.164469	0.808282	0.024492	-0.553396	0.871450	-0.873666	0.054254	0.092107	0.596695	
0.000044	-0.212829	-0.810991	-0.156678	0.120135	-0.030316	-0.001687	0.525684	0.726911	0.285885	
0.000135	0.534613	-0.405446	0.175093	-0.047658	0.229260	0.485637	0.037569	-2.394425	0.463478	
