-1.0000000000000000 7.0000000000000497 -1.0000000000000040  0.2000000000000177
-0.9996546536707079 7.0000000000001181 -1.0000000000000004  0.2000000000000214
-0.9990000000000000 7.0000000000001750 -0.9999999999999943  0.2000000000000268
-0.9983453463292921 7.0000000000002940 -0.9999999999999959  0.2000000000000254
-0.9980000000000000 7.0000000000004796 -1.0000000000000000  0.2000000000000238
-0.9980000000000000 7.0000000000004450 -0.9999999999999993  0.2000000000000247
-0.9976546536707079 7.0000000000004761 -1.0000000000000011  0.2000000000000238
-0.9970000000000000 7.0000000000002869 -0.9999999999999998  0.2000000000000239
-0.9963453463292921 7.0000000000000782 -0.9999999999999956  0.2000000000000280
-0.9960000000000000 7.0000000000000426 -0.9999999999999956  0.2000000000000298
-0.9960000000000000 7.0000000000000213 -0.9999999999999953  0.2000000000000298
-0.9956546536707079 6.9999999999999503 -0.9999999999999948  0.2000000000000302
-0.9950000000000000 6.9999999999999245 -0.9999999999999961  0.2000000000000230
-0.9943453463292921 7.0000000000001803 -0.9999999999999929  0.2000000000000268
-0.9940000000000000 7.0000000000003864 -0.9999999999999915  0.2000000000000303
-0.9940000000000000 7.0000000000003793 -0.9999999999999915  0.2000000000000300
-0.9936546536707079 7.0000000000005436 -0.9999999999999912  0.2000000000000305
-0.9930000000000000 7.0000000000007665 -0.9999999999999900  0.2000000000000328
-0.9923453463292921 7.0000000000008598 -0.9999999999999902  0.2000000000000341
-0.9920000000000000 7.0000000000008384 -0.9999999999999923  0.2000000000000337
-0.9920000000000000 7.0000000000008251 -0.9999999999999927  0.2000000000000328
-0.9916546536707079 7.0000000000006892 -0.9999999999999963  0.2000000000000284
-0.9910000000000000 7.0000000000003242 -1.0000000000000058  0.2000000000000158
-0.9903453463292921 7.0000000000003588 -1.0000000000000047  0.2000000000000170
-0.9900000000000000 7.0000000000006999 -0.9999999999999991  0.2000000000000234
-0.9900000000000000 7.0000000000006635 -1.0000000000000002  0.2000000000000222
-0.9896546536707079 7.0000000000008606 -0.9999999999999982  0.2000000000000243
-0.9890000000000000 7.0000000000007612 -1.0000000000000000  0.2000000000000222
-0.9883453463292921 7.0000000000001252 -1.0000000000000060  0.2000000000000151
-0.9880000000000000 6.9999999999998295 -1.0000000000000073  0.2000000000000119
-0.9880000000000000 6.9999999999998161 -1.0000000000000078  0.2000000000000110
-0.9876546536707079 6.9999999999996447 -1.0000000000000095  0.2000000000000055
-0.9870000000000000 6.9999999999998410 -1.0000000000000080  0.2000000000000053
-0.9863453463292920 7.0000000000004325 -1.0000000000000024  0.2000000000000172
-0.9860000000000000 7.0000000000007105 -1.0000000000000004  0.2000000000000248
-0.9860000000000000 7.0000000000007061 -1.0000000000000007  0.2000000000000236
-0.9856546536707079 7.0000000000007789 -1.0000000000000007  0.2000000000000261
-0.9850000000000000 7.0000000000005853 -1.0000000000000002  0.2000000000000275
-0.9843453463292920 7.0000000000002602 -1.0000000000000042  0.2000000000000218
-0.9840000000000000 7.0000000000001386 -1.0000000000000075  0.2000000000000202
-0.9840000000000000 7.0000000000001279 -1.0000000000000075  0.2000000000000195
-0.9836546536707079 7.0000000000000142 -1.0000000000000095  0.2000000000000174
-0.9830000000000000 6.9999999999999503 -1.0000000000000060  0.2000000000000181
-0.9823453463292920 6.9999999999999218 -1.0000000000000011  0.2000000000000159
-0.9820000000000000 6.9999999999998996 -1.0000000000000004  0.2000000000000124
-0.9820000000000000 6.9999999999999174 -0.9999999999999997  0.2000000000000138
-0.9816546536707079 7.0000000000000062 -0.9999999999999982  0.2000000000000147
-0.9810000000000000 7.0000000000001386 -1.0000000000000016  0.2000000000000152
-0.9803453463292920 7.0000000000001172 -1.0000000000000031  0.2000000000000199
-0.9800000000000000 6.9999999999999973 -1.0000000000000040  0.2000000000000179
-0.9800000000000000 7.0000000000000036 -1.0000000000000036  0.2000000000000195
-0.9796546536707079 6.9999999999998712 -1.0000000000000067  0.2000000000000143
-0.9790000000000000 6.9999999999998330 -1.0000000000000149  0.2000000000000088
-0.9783453463292920 7.0000000000002567 -1.0000000000000140  0.2000000000000190
-0.9780000000000000 7.0000000000005960 -1.0000000000000073  0.2000000000000289
-0.9780000000000000 7.0000000000005924 -1.0000000000000082  0.2000000000000275
-0.9776546536707079 7.0000000000008420 -1.0000000000000020  0.2000000000000327
-0.9770000000000000 7.0000000000009166 -0.9999999999999918  0.2000000000000344
-0.9763453463292920 7.0000000000004441 -0.9999999999999888  0.2000000000000305
-0.9760000000000000 7.0000000000001519 -0.9999999999999903  0.2000000000000296
-0.9760000000000000 7.0000000000001457 -0.9999999999999905  0.2000000000000298
-0.9756546536707079 6.9999999999999600 -0.9999999999999934  0.2000000000000275
-0.9750000000000000 7.0000000000002016 -0.9999999999999980  0.2000000000000250
-0.9743453463292920 7.0000000000008065 -0.9999999999999991  0.2000000000000316
-0.9740000000000000 7.0000000000009992 -0.9999999999999967  0.2000000000000410
-0.9740000000000000 7.0000000000010205 -0.9999999999999972  0.2000000000000399
-0.9736546536707079 7.0000000000011307 -0.9999999999999957  0.2000000000000442
-0.9730000000000000 7.0000000000009779 -0.9999999999999943  0.2000000000000435
-0.9723453463292920 7.0000000000004476 -0.9999999999999979  0.2000000000000333
-0.9720000000000000 7.0000000000001998 -1.0000000000000024  0.2000000000000254
-0.9720000000000000 7.0000000000002034 -1.0000000000000022  0.2000000000000254
-0.9716546536707079 7.0000000000000062 -1.0000000000000058  0.2000000000000197
-0.9710000000000000 6.9999999999996385 -1.0000000000000111  0.2000000000000078
-0.9703453463292920 6.9999999999996119 -1.0000000000000093  0.2000000000000067
-0.9700000000000000 6.9999999999998472 -1.0000000000000047  0.2000000000000152
-0.9700000000000000 6.9999999999998197 -1.0000000000000051  0.2000000000000147
-0.9696546536707079 7.0000000000000382 -1.0000000000000011  0.2000000000000222
-0.9690000000000000 7.0000000000004166 -0.9999999999999990  0.2000000000000296
-0.9683453463292920 7.0000000000004556 -1.0000000000000013  0.2000000000000254
-0.9680000000000000 7.0000000000003064 -1.0000000000000033  0.2000000000000197
