-4.995 0.445000 0.698000 3.528000
-4.985 0.445000 0.698000 3.528000
-4.975 0.445000 0.698000 3.528000
-4.965 0.445000 0.698000 3.528000
-4.955 0.445000 0.698000 3.528000
-4.945 0.445000 0.698000 3.528000
-4.935 0.445000 0.698000 3.528000
-4.925 0.445000 0.698000 3.528000
-4.915 0.445000 0.698000 3.528000
-4.905 0.445000 0.698000 3.528000
-4.895 0.445000 0.698000 3.528000
-4.885 0.445000 0.698000 3.528000
-4.875 0.445000 0.698000 3.528000
-4.865 0.445000 0.698000 3.528000
-4.855 0.445000 0.698000 3.528000
-4.845 0.445000 0.698000 3.528000
-4.835 0.445000 0.698000 3.528000
-4.825 0.445000 0.698000 3.528000
-4.815 0.445000 0.698000 3.528000
-4.805 0.445000 0.698000 3.528000
-4.795 0.445000 0.698000 3.528000
-4.785 0.445000 0.698000 3.528000
-4.775 0.445000 0.698000 3.528000
-4.765 0.445000 0.698000 3.528000
-4.755 0.445000 0.698000 3.528000
-4.745 0.445000 0.698000 3.528000
-4.735 0.445000 0.698000 3.528000
-4.725 0.445000 0.698000 3.528000
-4.715 0.445000 0.698000 3.528000
-4.705 0.445000 0.698000 3.528000
-4.695 0.445000 0.698000 3.528000
-4.685 0.445000 0.698000 3.528000
-4.675 0.445000 0.698000 3.528000
-4.665 0.445000 0.698000 3.528000
-4.655 0.445000 0.698000 3.528000
-4.645 0.445000 0.698000 3.528000
-4.635 0.445000 0.698000 3.528000
-4.625 0.445000 0.698000 3.528000
-4.615 0.445000 0.698000 3.528000
-4.605 0.445000 0.698000 3.528000
-4.595 0.445000 0.698000 3.528000
-4.585 0.445000 0.698000 3.528000
-4.575 0.445000 0.698000 3.528000
-4.565 0.445000 0.698000 3.528000
-4.555 0.445000 0.698000 3.528000
-4.545 0.445000 0.698000 3.528000
-4.535 0.445000 0.698000 3.528000
-4.525 0.445000 0.698000 3.528000
-4.515 0.445000 0.698000 3.528000
-4.505 0.445000 0.698000 3.528000
-4.495 0.445000 0.698000 3.528000
-4.485 0.445000 0.698000 3.528000
-4.475 0.445000 0.698000 3.528000
-4.465 0.445000 0.698000 3.528000
-4.455 0.445000 0.698000 3.528000
-4.445 0.445000 0.698000 3.528000
-4.435 0.445000 0.698000 3.528000
-4.425 0.445000 0.698000 3.528000
-4.415 0.445000 0.698000 3.528000
-4.405 0.445000 0.698000 3.528000
-4.395 0.445000 0.698000 3.528000
-4.385 0.445000 0.698000 3.528000
-4.375 0.445000 0.698000 3.528000
-4.365 0.445000 0.698000 3.528000
-4.355 0.445000 0.698000 3.528000
-4.345 0.445000 0.698000 3.528000
-4.335 0.445000 0.698000 3.528000
-4.325 0.445000 0.698000 3.528000
-4.315 0.445000 0.698000 3.528000
-4.305 0.445000 0.698000 3.528000
-4.295 0.445000 0.698000 3.528000
-4.285 0.445000 0.698000 3.528000
-4.275 0.445000 0.698000 3.528000
-4.265 0.445000 0.698000 3.528000
-4.255 0.445000 0.698000 3.528000
-4.245 0.445000 0.698000 3.528000
-4.235 0.445000 0.698000 3.528000
-4.225 0.445000 0.698000 3.528000
-4.215 0.445000 0.698000 3.528000
-4.205 0.445000 0.698000 3.528000
-4.195 0.445000 0.698000 3.528000
-4.185 0.445000 0.698000 3.528000
-4.175 0.445000 0.698000 3.528000
-4.165 0.445000 0.698000 3.528000
-4.155 0.445000 0.698000 3.528000
-4.145 0.445000 0.698000 3.528000
-4.135 0.445000 0.698000 3.528000
-4.125 0.445000 0.698000 3.528000
-4.115 0.445000 0.698000 3.528000
-4.105 0.445000 0.698000 3.528000
-4.095 0.445000 0.698000 3.528000
-4.085 0.445000 0.698000 3.528000
-4.075 0.445000 0.698000 3.528000
-4.065 0.445000 0.698000 3.528000
-4.055 0.445000 0.698000 3.528000
-4.045 0.445000 0.698000 3.528000
-4.035 0.445000 0.698000 3.528000
-4.025 0.445000 0.698000 3.528000
-4.015 0.445000 0.698000 3.528000
-4.005 0.445000 0.698000 3.528000
-3.995 0.445000 0.698000 3.528000
-3.985 0.445000 0.698000 3.528000
-3.975 0.445000 0.698000 3.528000
-3.965 0.445000 0.698000 3.528000
-3.955 0.445000 0.698000 3.528000
-3.945 0.445000 0.698000 3.528000
-3.935 0.445000 0.698000 3.528000
-3.925 0.445000 0.698000 3.528000
-3.915 0.445000 0.698000 3.528000
-3.905 0.445000 0.698000 3.528000
-3.895 0.445000 0.698000 3.528000
-3.885 0.445000 0.698000 3.528000
-3.875 0.445000 0.698000 3.528000
-3.865 0.445000 0.698000 3.528000
-3.855 0.445000 0.698000 3.528000
-3.845 0.445000 0.698000 3.528000
-3.835 0.445000 0.698000 3.528000
-3.825 0.445000 0.698000 3.528000
-3.815 0.445000 0.698000 3.528000
-3.805 0.445000 0.698000 3.528000
-3.795 0.445000 0.698000 3.528000
-3.785 0.445000 0.698000 3.528000
-3.775 0.445000 0.698000 3.528000
-3.765 0.445000 0.698000 3.528000
-3.755 0.445000 0.698000 3.528000
-3.745 0.445000 0.698000 3.528000
-3.735 0.445000 0.698000 3.528000
-3.725 0.445000 0.698000 3.528000
-3.715 0.445000 0.698000 3.528000
-3.705 0.445000 0.698000 3.528000
-3.695 0.445000 0.698000 3.528000
-3.685 0.445000 0.698000 3.528000
-3.675 0.445000 0.698000 3.528000
-3.665 0.445000 0.698000 3.528000
-3.655 0.445000 0.698000 3.528000
-3.645 0.445000 0.698000 3.528000
-3.635 0.445000 0.698000 3.528000
-3.625 0.445000 0.698000 3.528000
-3.615 0.445000 0.698000 3.528000
-3.605 0.445000 0.698000 3.528000
-3.595 0.445000 0.698000 3.528000
-3.585 0.445000 0.698000 3.528000
-3.575 0.445000 0.698000 3.528000
-3.565 0.445000 0.698000 3.528000
-3.555 0.445000 0.698000 3.528000
-3.545 0.445000 0.698000 3.528000
-3.535 0.445000 0.698000 3.528000
-3.525 0.445000 0.698000 3.528000
-3.515 0.445000 0.698000 3.528000
-3.505 0.445000 0.698000 3.528000
-3.495 0.445000 0.698000 3.528000
-3.485 0.445000 0.698000 3.528000
-3.475 0.445000 0.698000 3.528000
-3.465 0.445000 0.698000 3.528000
-3.455 0.445000 0.698000 3.528000
-3.445 0.445000 0.698000 3.528000
-3.435 0.445000 0.698000 3.528000
-3.425 0.445000 0.698000 3.528000
-3.415 0.444261 0.703535 3.519800
-3.405 0.443407 0.709945 3.510327
-3.395 0.442554 0.716355 3.500877
-3.385 0.441702 0.722766 3.491446
-3.375 0.440851 0.729176 3.482039
-3.365 0.440002 0.735586 3.472652
-3.355 0.439154 0.741997 3.463288
-3.345 0.438308 0.748407 3.453943
-3.335 0.437462 0.754817 3.444622
