5.5135801434516907e-02,1.2175775766372681e+00
4.0846151113510132e-01,4.5871600508689880e-02
-6.1468738317489624e-01,6.8853408098220825e-01
1.6080521345138550e+00,5.9665471315383911e-01
1.2503105401992798e+00,-1.1756471395492554e+00
-2.9388216137886047e-01,8.9613378047943115e-01
7.3663765192031860e-01,-4.2870542407035828e-01
-5.5937737226486206e-01,3.2782244682312012e-01
-1.0863431543111801e-01,4.7836148738861084e-01
1.6623324155807495e+00,-1.6623374223709106e+00
-1.3245022296905518e-01,-9.3898558616638184e-01
7.8146696090698242e-01,-3.4713914990425110e-01
-8.0266714096069336e-01,1.3350261449813843e+00
6.6655069589614868e-01,-6.6657799482345581e-01
-1.2296257019042969e+00,-1.8465532362461090e-01
5.9117209911346436e-01,-5.3729158639907837e-01
-5.9952759742736816e-01,4.1624525189399719e-01
1.1463879346847534e+00,1.8342955410480499e-01
1.0372951030731201e+00,-1.0372815132141113e+00
8.1690829992294312e-01,-1.3293880224227905e-01
