9.1814231872558594e-01,1.2272332906723022e+00,9.0741455554962158e-01,-6.7476385831832886e-01,-1.2787538766860962e+00,-4.5644524693489075e-01,-1.6388957202434540e-01,-1.1002976894378662e+00,-4.5157745480537415e-01,4.3807411566376686e-04,-4.3398869037628174e-01,-1.7813067138195038e-01,-4.3742311000823975e-01,1.6901863738894463e-02,-1.0425944328308105e+00,1.9055769443511963e+00,-4.8833525180816650e-01,1.0303915739059448e+00,8.0950908362865448e-02,5.8992904424667358e-01
-1.0401747189462185e-02,-9.3126976490020752e-01,-4.6651142835617065e-01,3.4608921408653259e-01,-5.3298217244446278e-04,-6.4688026905059814e-01,1.9254919607192278e-05,2.3661727027501911e-05,2.6675146818161011e-01,6.7973506450653076e-01,-3.5155925154685974e-01,-1.4058300852775574e-01,-3.6990940570831299e-01,-7.5786685943603516e-01,1.6702610254287720e-01,-6.6711142659187317e-02,1.0785061022033915e-05,-5.2864700555801392e-01,4.5214798301458359e-03,-3.2392317056655884e-01
-1.8424594774842262e-02,-3.8374099135398865e-01,1.4946947097778320e+00,-1.6588205099105835e-01,-7.7331590000540018e-04,8.9938294887542725e-01,2.9550281396950595e-05,8.5115680121816695e-05,5.0788146257400513e-01,-8.0648487806320190e-01,2.8146448731422424e-01,1.3491876423358917e-02,1.5970601141452789e-01,2.6908499002456665e-01,2.6161953806877136e-01,-8.5589307546615601e-01,7.9302590165752918e-06,5.6907095015048981e-02,9.2269964516162872e-03,1.0162772238254547e-01
6.8709772825241089e-01,-9.5278412103652954e-01,2.3404915630817413e-01,-5.5560547113418579e-01,2.1841997280716896e-02,-8.5377311706542969e-01,-2.8733423096127808e-04,1.1429750919342041e-01,1.1668361425399780e+00,-3.0628523230552673e-01,1.0228766202926636e+00,-1.2765265703201294e+00,6.7010277509689331e-01,-1.3641754388809204e+00,6.6522651910781860e-01,-8.1544977426528931e-01,2.4042513687163591e-03,5.3462481498718262e-01,1.9366495311260223e-02,7.9895693063735962e-01
-4.8445639014244080e-01,-1.2147421836853027e+00,-8.1566369533538818e-01,2.0345010757446289e+00,-1.8736569583415985e-01,6.6678541898727417e-01,5.1371622830629349e-02,-1.1660395860671997e+00,1.0698046684265137e+00,1.2553831338882446e+00,-1.6534745693206787e+00,-1.3420081138610840e+00,-1.1634118556976318e+00,-5.4451173543930054e-01,-4.5240759849548340e-01,-1.6523092985153198e-01,-1.4198589324951172e-01,-7.5850170850753784e-01,-1.3702070713043213e+00,5.6229346990585327e-01
-5.5985908955335617e-02,1.1719837188720703e+00,1.5515777282416821e-02,-2.1382899582386017e-01,3.5222098231315613e-01,-1.7146231234073639e-01,-9.0357530117034912e-01,-1.1197320222854614e+00,-6.1193954944610596e-01,2.4097340106964111e+00,-6.8870767951011658e-02,7.5178140401840210e-01,7.1685296297073364e-01,-5.9305155277252197e-01,4.7578388452529907e-01,6.0681620379909873e-04,-3.6887216567993164e-01,9.6152698993682861e-01,-1.8371051549911499e+00,3.9935737848281860e-01
6.7174178361892700e-01,1.2862016260623932e-01,-1.4503284692764282e+00,-2.1135009825229645e-01,-1.0213907808065414e-01,-6.8780326843261719e-01,-3.2344812061637640e-03,8.8379103690385818e-03,-6.6388636827468872e-01,-1.5778743028640747e+00,-1.0177043676376343e+00,3.4688037633895874e-01,1.6824208498001099e+00,-1.5352842807769775e+00,2.4169795215129852e-01,-5.0804334878921509e-01,-1.1826088652014732e-02,-5.7597666978836060e-01,-6.7527365172281861e-04,-8.8540412485599518e-02
-6.6152936220169067e-01,-2.8330823779106140e-01,-1.6429070234298706e+00,-9.1480180621147156e-02,1.9147358834743500e-02,-2.4850796163082123e-01,-9.2632360756397247e-03,1.6090860590338707e-02,-2.0457957684993744e-01,1.2909033298492432e+00,-3.4521728754043579e-01,6.4309486187994480e-03,1.7428373098373413e+00,1.2322874069213867e+00,-8.9233434200286865e-01,-2.0769605636596680e+00,-1.7305603250861168e-02,-4.5896998047828674e-01,-9.3726404011249542e-02,-6.8810659646987915e-01
-9.9278613924980164e-02,5.4272991418838501e-01,2.2625030949711800e-02,5.1159847527742386e-02,7.9762810468673706e-01,1.1444989442825317e+00,-1.9182733376510441e-04,5.5889919167384505e-05,1.0853022336959839e+00,-7.5067061185836792e-01,1.6546355485916138e+00,2.5303164124488831e-01,-3.0880346894264221e-01,3.7552380561828613e-01,9.5021569728851318e-01,-7.9729676246643066e-01,7.6855637598782778e-04,5.8573788404464722e-01,-2.1331181749701500e-02,3.8793230056762695e-01
1.0635530948638916e+00,5.7580029964447021e-01,1.9535277783870697e-01,3.7312185764312744e-01,-3.0206704512238503e-02,2.9838442802429199e-01,1.0295653191860765e-04,-4.5559331192635000e-04,-6.5436340868473053e-02,9.7633677721023560e-01,7.5322967767715454e-01,-1.8998666107654572e-01,1.0519132614135742e+00,-2.0345034599304199e+00,-7.4388194084167480e-01,1.0301066190004349e-01,-1.4827986015006900e-03,8.2989358901977539e-01,-9.9718618392944336e-01,3.5080355405807495e-01
