1.7322814464569092e+00,-8.3759409189224243e-01
-1.9995173811912537e-01,5.5484443902969360e-01
-3.2658672332763672e-01,-5.3828030824661255e-01
-6.2847495079040527e-02,-1.7648038864135742e+00
1.1806374788284302e+00,9.7703278064727783e-02
-5.9657398611307144e-02,-1.3005466461181641e+00
4.4567546248435974e-01,-1.4407280683517456e+00
-2.1824277937412262e-01,-3.2099679112434387e-01
1.4278147220611572e+00,-5.8077931404113770e-01
1.8101027607917786e-01,-5.3577828407287598e-01
-1.8349248170852661e+00,2.3545673489570618e-01
1.7450280189514160e+00,-1.7222138643264771e+00
-3.0140486359596252e-01,7.4591392278671265e-01
-1.0770359039306641e+00,1.3531985282897949e+00
-1.9759922027587891e+00,4.0571084618568420e-01
-8.1112962961196899e-01,4.4887665659189224e-02
8.5382871329784393e-02,-1.0166608095169067e+00
1.1364419460296631e+00,-1.6412730515003204e-01
-1.2224112749099731e+00,-1.8091894388198853e+00
2.8576937317848206e-01,-4.7999361157417297e-01
